5.2423e-14,4.6244e-14
-1.9564e-13,3.3971e-14
5.2533e-14,4.5124e-14
-1.9587e-13,3.5142e-14
5.2649e-14,4.377e-14
-1.9615e-13,3.6638e-14
5.2791e-14,4.1954e-14
-1.967e-13,3.8894e-14
5.0312e-14,4.0192e-14
-2.1861e-13,4.99e-14
9.2033e-14,-2.4253e-14
-2.9518e-13,1.1398e-13
1.6642e-13,2.5854e-14
4.8992e-13,-1.5435e-14
-7.6474e-13,9.6732e-15
6.0704e-13,1.3979e-13
-1.849e-12,1.1633e-13
8.389e-13,-5.9764e-14
3.4607e-13,1.1573e-15
-3.8018e-13,1.2777e-13
1.2128e-13,1.5661e-14
-2.1049e-13,9.584e-15
4.7307e-14,5.5982e-14
-1.9426e-13,2.4828e-14
5.0945e-14,5.3597e-14
-1.9457e-13,2.7236e-14
5.1432e-14,5.1722e-14
-1.9481e-13,2.8803e-14
5.1746e-14,5.0353e-14
-1.9498e-13,3.0016e-14
5.1978e-14,4.9229e-14
-1.9514e-13,3.1051e-14
5.2157e-14,4.8222e-14
-1.9529e-13,3.2008e-14
5.2301e-14,4.725e-14
-1.9545e-13,3.2958e-14
-1.9557e-13,3.4002e-14
5.2523e-14,4.4965e-14
-1.9576e-13,3.5431e-14
5.2625e-14,4.3347e-14
-1.9601e-13,3.7173e-14
5.2751e-14,4.1281e-14
-1.9635e-13,3.955e-14
5.3124e-14,3.82e-14
-1.9416e-13,4.2333e-14
7.5172e-14,2.5358e-14
-2.3585e-13,1.0887e-13
1.5051e-13,-3.929e-14
-3.1048e-13,5.979e-14
-6.3425e-13,8.9233e-14
6.2107e-13,7.2874e-14
-7.5104e-13,-6.2559e-14
1.7041e-12,-3.9203e-14
-9.8421e-13,1.507e-13
-4.8934e-13,6.7864e-14
2.3735e-13,-4.2655e-14
-2.6622e-13,6.1096e-14
6.7367e-14,7.2664e-14
-1.9139e-13,2.1729e-14
5.1015e-14,5.6836e-14
-1.9465e-13,2.4728e-14
5.1406e-14,5.3886e-14
-1.9489e-13,2.7056e-14
5.1734e-14,5.1887e-14
-1.9503e-13,2.878e-14
5.1972e-14,5.0306e-14
-1.9515e-13,3.0205e-14
5.2154e-14,4.8934e-14
-1.9528e-13,3.1485e-14
5.2299e-14,4.7648e-14
-1.9541e-13,3.2721e-14
5.2418e-14,4.6357e-14
5.2524e-14,4.5086e-14
-1.9568e-13,3.5461e-14
5.2618e-14,4.3209e-14
-1.9589e-13,3.7434e-14
5.2721e-14,4.0922e-14
-1.962e-13,3.9979e-14
5.2868e-14,3.7817e-14
-1.9684e-13,4.3833e-14
5.0515e-14,3.3862e-14
-2.1953e-13,5.8583e-14
9.1708e-14,-3.4922e-14
-2.9411e-13,1.2394e-13
1.6621e-13,1.3222e-14
4.8984e-13,-3.5149e-15
-7.6583e-13,3.6382e-15
6.0617e-13,1.4486e-13
-1.8473e-12,1.2166e-13
8.4081e-13,-8.2524e-14
3.4421e-13,2.3358e-14
-3.8254e-13,1.1685e-13
1.2322e-13,2.2261e-14
-2.1185e-13,4.6349e-15
4.8026e-14,6.0574e-14
-1.9493e-13,2.1151e-14
5.1365e-14,5.6876e-14
-1.95e-13,2.4657e-14
5.1726e-14,5.4004e-14
-1.9511e-13,2.7067e-14
5.197e-14,5.1831e-14
-1.952e-13,2.8979e-14
5.2156e-14,5.0013e-14
-1.9529e-13,3.0643e-14
5.2302e-14,4.8365e-14
-1.9539e-13,3.2203e-14
5.2422e-14,4.676e-14
-1.9552e-13,3.3771e-14
-1.9562e-13,3.5236e-14
5.2626e-14,4.3339e-14
-1.958e-13,3.7456e-14
5.2716e-14,4.0822e-14
-1.9606e-13,4.0173e-14
5.2834e-14,3.7589e-14
-1.9646e-13,4.3911e-14
5.324e-14,3.2756e-14
-1.9451e-13,4.904e-14
7.5999e-14,1.5893e-14
-2.3585e-13,1.2033e-13
1.4922e-13,-5.0167e-14
-3.108e-13,7.3342e-14
-6.3415e-13,7.6449e-14
6.2129e-13,7.9457e-14
-7.5008e-13,-6.7875e-14
1.701e-12,-4.4599e-14
-9.8603e-13,1.749e-13
-4.8765e-13,4.4512e-14
2.3921e-13,-3.0451e-14
-2.6832e-13,5.402e-14
6.8416e-14,7.8474e-14
-1.9225e-13,1.6936e-14
5.1492e-14,6.1121e-14
-1.9516e-13,2.1353e-14
5.1722e-14,5.6905e-14
-1.9523e-13,2.4725e-14
5.1973e-14,5.3932e-14
-1.9527e-13,2.7278e-14
5.2162e-14,5.1543e-14
-1.9533e-13,2.9418e-14
5.2312e-14,4.9451e-14
-1.954e-13,3.1363e-14
5.2433e-14,4.7481e-14
-1.9549e-13,3.3259e-14
5.2535e-14,4.5492e-14
5.2646e-14,4.3745e-14
-1.9573e-13,3.7241e-14
5.2731e-14,4.0966e-14
-1.9595e-13,4.0172e-14
5.2826e-14,3.7565e-14
-1.9629e-13,4.396e-14
5.2973e-14,3.2918e-14
-1.9708e-13,4.97e-14
5.0741e-14,2.6352e-14
-2.2072e-13,6.8836e-14
9.1424e-14,-4.7707e-14
-2.9341e-13,1.3589e-13
1.6614e-13,-1.6603e-15
4.8852e-13,1.0553e-14
-7.6621e-13,-3.4537e-15
6.0381e-13,1.509e-13
-1.8436e-12,1.2771e-13
8.4141e-13,-1.082e-13
3.4172e-13,4.9079e-14
-3.8472e-13,1.0366e-13
1.2484e-13,3.0669e-14
-2.1315e-13,-1.5855e-15
4.8605e-14,6.6286e-14
-1.9556e-13,1.6664e-14
5.171e-14,6.091e-14
-1.954e-13,2.1521e-14
5.1981e-14,5.6802e-14
-1.9538e-13,2.4953e-14
5.2175e-14,5.365e-14
-1.9539e-13,2.7712e-14
5.2327e-14,5.0993e-14
-1.9543e-13,3.0135e-14
5.2451e-14,4.8575e-14
-1.9549e-13,3.2424e-14
5.2554e-14,4.6214e-14
-1.9559e-13,3.4737e-14
-1.9569e-13,3.6768e-14
5.2762e-14,4.1362e-14
-1.9586e-13,3.9975e-14
5.285e-14,3.7731e-14
-1.9615e-13,4.3904e-14
5.2964e-14,3.3047e-14
-1.9665e-13,4.9317e-14
5.3396e-14,2.6032e-14
-1.9504e-13,5.7321e-14
7.6935e-14,4.2338e-15
-2.3622e-13,1.3461e-13
1.4795e-13,-6.377e-14
-3.1184e-13,9.0003e-14
-6.3301e-13,6.0767e-14
6.1996e-13,8.7621e-14
-7.4776e-13,-7.432e-14
1.6946e-12,-5.0826e-14
-9.8669e-13,2.0357e-13
-4.8559e-13,1.6459e-14
2.4062e-13,-1.4947e-14
-2.7037e-13,4.4818e-14
6.9276e-14,8.6138e-14
-1.9308e-13,1.0831e-14
5.1876e-14,6.6617e-14
-1.9563e-13,1.7082e-14
5.1995e-14,6.0753e-14
-1.9554e-13,2.1772e-14
5.2192e-14,5.6535e-14
-1.9549e-13,2.5369e-14
5.2349e-14,5.3126e-14
-1.9549e-13,2.841e-14
5.2475e-14,5.0134e-14
-1.9552e-13,3.1191e-14
5.2582e-14,4.7311e-14
-1.9558e-13,3.3916e-14
5.2676e-14,4.4458e-14
5.2808e-14,4.2045e-14
-1.9581e-13,3.9558e-14
5.2899e-14,3.81e-14
-1.9604e-13,4.3741e-14
5.2999e-14,3.3255e-14
-1.9645e-13,4.9142e-14
5.3152e-14,2.66e-14
-1.9746e-13,5.7302e-14
5.1025e-14,1.6633e-14
-2.2235e-13,8.201e-14
9.114e-14,-6.4438e-14
-2.9337e-13,1.515e-13
1.6627e-13,-2.0823e-14
4.848e-13,2.875e-14
-7.6538e-13,-1.2503e-14
5.9863e-13,1.5881e-13
-1.8361e-12,1.3533e-13
8.3971e-13,-1.3977e-13
3.3821e-13,8.1776e-14
-3.8681e-13,8.6354e-14
1.2616e-13,4.2252e-14
-2.1445e-13,-1.0003e-14
4.9056e-14,7.3992e-14
-1.9616e-13,1.0715e-14
5.2002e-14,6.629e-14
-1.9576e-13,1.7363e-14
5.2217e-14,6.0518e-14
-1.9563e-13,2.2142e-14
5.2378e-14,5.6066e-14
-1.9558e-13,2.6017e-14
5.2509e-14,5.2308e-14
-1.9557e-13,2.9441e-14
5.2619e-14,4.8886e-14
-1.9561e-13,3.269e-14
5.2716e-14,4.5544e-14
-1.9568e-13,3.5984e-14
-1.9581e-13,3.8862e-14
5.2971e-14,3.8705e-14
-1.9598e-13,4.3439e-14
5.3078e-14,3.3558e-14
-1.963e-13,4.9039e-14
5.321e-14,2.6891e-14
-1.9694e-13,5.6735e-14
5.3665e-14,1.6878e-14
-1.9583e-13,6.861e-14
7.8073e-14,-1.1609e-14
-2.372e-13,1.5424e-13
1.4667e-13,-8.2605e-14
-3.1443e-13,1.1268e-13
-6.2974e-13,3.9461e-14
6.1529e-13,9.8925e-14
-7.4265e-13,-8.2861e-14
1.6814e-12,-5.8646e-14
-9.8493e-13,2.4121e-13
-4.8295e-13,-2.0815e-14
2.414e-13,6.8638e-15
-2.7245e-13,3.1728e-14
6.9937e-14,9.7224e-14
-1.939e-13,2.2676e-15
5.219e-14,7.4359e-14
-1.9607e-13,1.1103e-14
