    8.50000e+00    8.50000e+00    2.24727e+00   -1.83004e+00
    8.50000e+00    2.45000e+01    1.71599e+00   -1.38332e+00
    8.50000e+00    4.05000e+01    1.31535e+00   -8.09359e-01
    8.50000e+00    5.65000e+01    1.02995e+00   -2.12954e-01
    8.50000e+00    7.25000e+01    8.30930e-01    2.60598e-01
    8.50000e+00    8.85000e+01    6.91743e-01    5.13642e-01
    8.50000e+00    1.04500e+02    5.83808e-01    5.64540e-01
    8.50000e+00    1.20500e+02    4.63390e-01    5.99629e-01
    8.50000e+00    1.36500e+02    3.66910e-01    4.89825e-01
    8.50000e+00    1.52500e+02    3.13808e-01    2.54540e-01
    8.50000e+00    1.68500e+02    3.21030e-01   -1.76964e-03
    8.50000e+00    1.84500e+02    3.34983e-01   -2.16060e-01
    8.50000e+00    2.00500e+02    3.16976e-01   -3.20002e-01
    8.50000e+00    2.16500e+02    2.69559e-01   -2.85123e-01
    8.50000e+00    2.32500e+02    2.72982e-01   -1.92880e-01
    8.50000e+00    2.48500e+02    4.01159e-01   -1.91652e-01
    8.50000e+00    2.64500e+02    5.80821e-01   -3.29403e-01
    8.50000e+00    2.80500e+02    8.06895e-01   -5.37364e-01
    2.45000e+01    8.50000e+00    1.57801e+00   -1.12740e+00
    2.45000e+01    2.45000e+01    1.05238e+00   -6.13611e-01
    2.45000e+01    4.05000e+01    6.90099e-01    1.53348e-01
    2.45000e+01    5.65000e+01    4.60617e-01    9.89625e-01
    2.45000e+01    7.25000e+01    3.14671e-01    1.67391e+00
    2.45000e+01    8.85000e+01    2.18639e-01    2.07062e+00
    2.45000e+01    1.04500e+02    1.49844e-01    2.16309e+00
    2.45000e+01    1.20500e+02    9.46102e-02    2.02622e+00
    2.45000e+01    1.36500e+02    6.81529e-02    1.67741e+00
    2.45000e+01    1.52500e+02    8.48497e-02    1.19144e+00
    2.45000e+01    1.68500e+02    1.42370e-01    6.89352e-01
    2.45000e+01    1.84500e+02    2.00629e-01    2.65192e-01
    2.45000e+01    2.00500e+02    1.99808e-01    1.21452e-02
    2.45000e+01    2.16500e+02    1.06682e-01    1.02570e-02
    2.45000e+01    2.32500e+02    2.38084e-02    1.44540e-01
    2.45000e+01    2.48500e+02    1.53808e-01    1.24540e-01
    2.45000e+01    2.64500e+02    2.99165e-01   -6.20123e-02
    2.45000e+01    2.80500e+02    5.10259e-01   -2.74969e-01
    4.05000e+01    8.50000e+00    9.36474e-01   -4.23947e-01
    4.05000e+01    2.45000e+01    4.03808e-01    1.24540e-01
    4.05000e+01    4.05000e+01    9.25671e-02    1.11008e+00
    4.05000e+01    5.65000e+01   -6.52721e-02    2.19329e+00
    4.05000e+01    7.25000e+01   -1.47764e-01    3.11413e+00
