   8.5000000e+00   2.4500000e+01   4.0500000e+01   5.6500000e+01   7.2500000e+01   8.8500000e+01   1.0450000e+02   1.2050000e+02   1.3650000e+02   1.5250000e+02   1.6850000e+02   1.8450000e+02   2.0050000e+02   2.1650000e+02   2.3250000e+02   2.4850000e+02   2.6450000e+02   2.8050000e+02   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   8.5000000e+00   2.2472672e+00   1.5780078e+00   9.3647432e-01   2.8380837e-01  -5.2208072e-01  -1.3818673e+00  -2.1273174e+00  -2.4637153e+00  -2.1329472e+00  -1.1939096e+00  -1.6191627e-02   8.8380837e-01   1.5771428e+00   2.1639787e+00   2.6941899e+00   3.2026011e+00   3.7170248e+00   4.2591292e+00  -1.8300370e+00  -1.1273988e+00  -4.2394683e-01   2.4454041e-01   5.6177826e-01   4.4371709e-01  -8.4632016e-03  -4.5114294e-01  -4.9402428e-01  -8.1939067e-02   3.5454041e-01   3.4540405e-02   5.6925579e-03   1.5942390e-01   3.8701804e-01   6.4376778e-01   9.0494936e-01   1.1573817e+00
   8.5000000e+00   2.4500000e+01   4.0500000e+01   5.6500000e+01   7.2500000e+01   8.8500000e+01   1.0450000e+02   1.2050000e+02   1.3650000e+02   1.5250000e+02   1.6850000e+02   1.8450000e+02   2.0050000e+02   2.1650000e+02   2.3250000e+02   2.4850000e+02   2.6450000e+02   2.8050000e+02   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   2.4500000e+01   1.7159915e+00   1.0523826e+00   4.0380837e-01  -2.3992781e-01  -1.0300635e+00  -2.0023461e+00  -3.0657348e+00  -3.7554720e+00  -3.4783202e+00  -2.3855854e+00  -1.0785821e+00  -2.7477151e-03   8.0045062e-01   1.4312280e+00   1.9684287e+00   2.4660514e+00   2.9630793e+00   3.4872923e+00  -1.3833186e+00  -6.1361070e-01   1.2454041e-01   9.0683494e-01   1.2435318e+00   8.8506105e-01  -1.5638287e-01  -1.3282804e+00  -1.7862310e+00  -1.4724778e+00  -1.0115147e+00  -8.6013656e-01  -6.8521052e-01  -3.8800309e-01  -4.5739364e-02   2.9798158e-01   6.2264616e-01   9.2062134e-01
   8.5000000e+00   2.4500000e+01   4.0500000e+01   5.6500000e+01   7.2500000e+01   8.8500000e+01   1.0450000e+02   1.2050000e+02   1.3650000e+02   1.5250000e+02   1.6850000e+02   1.8450000e+02   2.0050000e+02   2.1650000e+02   2.3250000e+02   2.4850000e+02   2.6450000e+02   2.8050000e+02   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   4.0500000e+01   1.3153472e+00   6.9009920e-01   9.2567062e-02  -4.9801235e-01  -1.1757731e+00  -2.0773211e+00  -3.4189471e+00  -4.7225047e+00  -4.4097421e+00  -3.1097922e+00  -1.7426152e+00  -6.3072439e-01   1.9913148e-01   8.2936088e-01   1.3462119e+00   1.8153942e+00   2.2842648e+00   2.7850334e+00  -8.0935860e-01   1.5334829e-01   1.1100772e+00   1.9562571e+00   2.3150690e+00   1.7979117e+00   7.2157393e-02  -2.2761710e+00  -3.1741985e+00  -2.8778827e+00  -2.2887253e+00  -1.7764602e+00  -1.3189390e+00  -8.5566836e-01  -4.0157508e-01   1.8383198e-02   3.9311502e-01   7.2336876e-01
   8.5000000e+00   2.4500000e+01   4.0500000e+01   5.6500000e+01   7.2500000e+01   8.8500000e+01   1.0450000e+02   1.2050000e+02   1.3650000e+02   1.5250000e+02   1.6850000e+02   1.8450000e+02   2.0050000e+02   2.1650000e+02   2.3250000e+02   2.4850000e+02   2.6450000e+02   2.8050000e+02   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   5.6500000e+01   1.0299466e+00   4.6061730e-01  -6.5272068e-02  -5.4869323e-01  -1.0221282e+00  -1.5868496e+00  -2.6261916e+00  -4.6561916e+00  -4.0323676e+00  -2.8149577e+00  -1.7001992e+00  -8.0697127e-01  -1.2208290e-01   4.1054147e-01   8.5362606e-01   1.2639283e+00   1.6878787e+00   2.1574624e+00  -2.1295447e-01   9.8962487e-01   2.1932949e+00   3.1911477e+00   3.6230798e+00   3.0806106e+00   1.0745404e+00  -2.7754596e+00  -3.8025081e+00  -3.6186447e+00  -3.0519025e+00  -2.4033489e+00  -1.7694963e+00  -1.1724464e+00  -6.3156965e-01  -1.6153711e-01   2.3793346e-01   5.7878964e-01
   8.5000000e+00   2.4500000e+01   4.0500000e+01   5.6500000e+01   7.2500000e+01   8.8500000e+01   1.0450000e+02   1.2050000e+02   1.3650000e+02   1.5250000e+02   1.6850000e+02   1.8450000e+02   2.0050000e+02   2.1650000e+02   2.3250000e+02   2.4850000e+02   2.6450000e+02   2.8050000e+02   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   7.2500000e+01   8.3092979e-01   3.1467142e-01  -1.4776358e-01  -5.3236040e-01  -8.1653286e-01  -1.0158891e+00  -1.3264521e+00  -1.6961916e+00  -1.8641922e+00  -1.4998741e+00  -1.0405010e+00  -5.9318562e-01  -1.8714294e-01   1.6953551e-01   4.9184543e-01   8.1386226e-01   1.1765011e+00   1.6087517e+00   2.6059822e-01   1.6739148e+00   3.1141340e+00   4.3119196e+00   4.8544462e+00   4.2131666e+00   1.9875624e+00  -1.0654596e+00  -3.0097720e+00  -3.4805573e+00  -3.2059300e+00  -2.6201219e+00  -1.9417102e+00  -1.2821861e+00  -7.0160526e-01  -2.2227944e-01   1.6602189e-01   4.8958291e-01
   8.5000000e+00   2.4500000e+01   4.0500000e+01   5.6500000e+01   7.2500000e+01   8.8500000e+01   1.0450000e+02   1.2050000e+02   1.3650000e+02   1.5250000e+02   1.6850000e+02   1.8450000e+02   2.0050000e+02   2.1650000e+02   2.3250000e+02   2.4850000e+02   2.6450000e+02   2.8050000e+02   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   8.8500000e+01   6.9174294e-01   2.1863941e-01  -2.0039316e-01  -5.2962365e-01  -7.1841085e-01  -6.5510943e-01  -2.7339072e-01   1.4703004e-01   2.2383431e-01  -6.0475269e-02  -2.6442669e-01  -2.5682667e-01  -1.2611563e-01   4.9914181e-02   2.3943946e-01   4.5749605e-01   7.4903901e-01   1.1441479e+00   5.1364180e-01   2.0706176e+00   3.6885262e+00   5.0665264e+00   5.7867040e+00   5.1764140e+00   2.8382578e+00  -4.4445816e-02  -2.1062122e+00  -2.9640325e+00  -2.9614825e+00  -2.4967669e+00  -1.8434054e+00  -1.1772506e+00  -6.0567191e-01  -1.6607873e-01   1.6793147e-01   4.4461466e-01
   8.5000000e+00   2.4500000e+01   4.0500000e+01   5.6500000e+01   7.2500000e+01   8.8500000e+01   1.0450000e+02   1.2050000e+02   1.3650000e+02   1.5250000e+02   1.6850000e+02   1.8450000e+02   2.0050000e+02   2.1650000e+02   2.3250000e+02   2.4850000e+02   2.6450000e+02   2.8050000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   1.0450000e+02   5.8380837e-01   1.4984420e-01  -2.2680389e-01  -5.1539245e-01  -6.7158781e-01  -5.5619163e-01   1.3641456e-01   8.1316855e-01   1.1138084e+00   4.9730572e-01   8.1953721e-02  -7.4290615e-02  -7.7218194e-02  -1.1077567e-02   7.4048765e-02   1.8931710e-01   4.0884271e-01   7.7771302e-01   5.6454041e-01   2.1630906e+00   3.8046927e+00   5.2012519e+00   6.0013319e+00   5.5745404e+00   2.9038163e+00  -1.0084683e-03  -1.7754596e+00  -2.5386471e+00  -2.5893861e+00  -2.1839509e+00  -1.5558199e+00  -9.0028845e-01  -3.7053641e-01  -2.3206787e-02   2.1077140e-01   4.1796222e-01
   8.5000000e+00   2.4500000e+01   4.0500000e+01   5.6500000e+01   7.2500000e+01   8.8500000e+01   1.0450000e+02   1.2050000e+02   1.3650000e+02   1.5250000e+02   1.6850000e+02   1.8450000e+02   2.0050000e+02   2.1650000e+02   2.3250000e+02   2.4850000e+02   2.6450000e+02   2.8050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   1.2050000e+02   4.6339049e-01   9.4610233e-02  -2.1440346e-01  -4.3654009e-01  -5.1889335e-01  -3.3699740e-01   1.5262630e-01   4.7380837e-01  -1.6191627e-02  -2.3901089e-02  -7.5926358e-02  -1.1265781e-01  -9.6727140e-02  -4.7372885e-02  -1.1124508e-02   2.1334939e-02   1.9380837e-01   5.4554644e-01   5.9962918e-01   2.0262193e+00   3.4683703e+00   4.6273269e+00   5.1216994e+00   4.3620982e+00   2.0379635e+00  -6.1545959e-01  -1.7754596e+00  -2.2476324e+00  -2.2201176e+00  -1.8150157e+00  -1.1942203e+00  -5.3775279e-01  -5.4178041e-02   1.4147610e-01   2.3454041e-01   3.7599876e-01
   8.5000000e+00   2.4500000e+01   4.0500000e+01   5.6500000e+01   7.2500000e+01   8.8500000e+01   1.0450000e+02   1.2050000e+02   1.3650000e+02   1.5250000e+02   1.6850000e+02   1.8450000e+02   2.0050000e+02   2.1650000e+02   2.3250000e+02   2.4850000e+02   2.6450000e+02   2.8050000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   1.3650000e+02   3.6690959e-01   6.8152900e-02  -1.6095979e-01  -3.1086634e-01  -3.4580310e-01  -2.2837675e-01  -3.6030966e-02  -6.5737298e-02  -3.7713797e-01  -4.1739065e-01  -3.1857730e-01  -2.3447767e-01  -1.5969019e-01  -8.6737649e-02  -3.6191627e-02  -6.6191627e-02   1.9380837e-01   4.3316759e-01   4.8982466e-01   1.6774073e+00   2.8116845e+00   3.6285855e+00   3.7959324e+00   2.9880472e+00   1.2527559e+00  -5.8464478e-01  -1.6023099e+00  -1.9503182e+00  -1.8747393e+00  -1.4839648e+00  -8.9299050e-01  -2.4596985e-01   2.2454041e-01   2.3454041e-01   1.8454041e-01   3.1878961e-01
   8.5000000e+00   2.4500000e+01   4.0500000e+01   5.6500000e+01   7.2500000e+01   8.8500000e+01   1.0450000e+02   1.2050000e+02   1.3650000e+02   1.5250000e+02   1.6850000e+02   1.8450000e+02   2.0050000e+02   2.1650000e+02   2.3250000e+02   2.4850000e+02   2.6450000e+02   2.8050000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   1.5250000e+02   3.1380837e-01   8.4849694e-02  -7.3903801e-02  -1.7375012e-01  -2.0625699e-01  -1.7820645e-01  -1.5991158e-01  -2.5774494e-01  -4.2711686e-01  -4.8083604e-01  -4.1212428e-01  -3.0908120e-01  -2.1232063e-01  -1.4095754e-01  -1.1619163e-01  -5.6191627e-02   9.0652381e-02   2.9485407e-01   2.5454041e-01   1.1914359e+00   2.0269546e+00   2.5660450e+00   2.5858618e+00   1.9438146e+00   7.7209110e-01  -4.5479393e-01  -1.2736717e+00  -1.6063201e+00  -1.5636490e+00  -1.2502743e+00  -7.6575861e-01  -2.2910858e-01   1.6454041e-01   1.6454041e-01   1.5696491e-01   2.8413505e-01
